Time,Extended reconstructed sea surface temperature
Nov 1976,11.72469
Dec 1976,10.45961
Jan 1977,9.282963
Feb 1977,9.654062
Mar 1977,9.150899
Apr 1977,9.200265
May 1977,11.31408
Jun 1977,12.5347
Jul 1977,13.82871
Aug 1977,15.01621
Sep 1977,14.22111
Oct 1977,12.92277
Nov 1977,10.67295
Dec 1977,9.315348
Jan 1978,8.909755
Feb 1978,9.313157
Mar 1978,9.297108
Apr 1978,10.05956
May 1978,11.47896
Jun 1978,13.74996
Jul 1978,14.38443
Aug 1978,15.19081
Sep 1978,14.86296
Oct 1978,13.26477
Nov 1978,10.67711
Dec 1978,8.887878
Jan 1979,7.711493
Feb 1979,7.411551
Mar 1979,8.225174
Apr 1979,9.349485
May 1979,11.34136
Jun 1979,12.67955
Jul 1979,14.54614
Aug 1979,15.4981
Sep 1979,15.553
Oct 1979,14.06134
Nov 1979,11.78881
Dec 1979,10.03789
Jan 1980,8.997151
Feb 1980,8.560471
Mar 1980,9.032375
Apr 1980,9.748203
May 1980,11.26294
Jun 1980,13.03086
Jul 1980,14.44803
Aug 1980,14.06986
Sep 1980,13.74552
Oct 1980,12.45593
Nov 1980,11.40659
Dec 1980,9.586663
Jan 1981,9.36593
Feb 1981,9.334187
Mar 1981,9.473446
Apr 1981,9.839209
May 1981,11.2551
Jun 1981,12.87541
Jul 1981,13.66353
Aug 1981,14.59084
Sep 1981,14.25551
Oct 1981,12.46862
Nov 1981,11.14188
Dec 1981,9.560504
Jan 1982,8.427309
Feb 1982,8.028694
Mar 1982,8.43647
Apr 1982,9.099448
May 1982,10.19083
Jun 1982,12.26154
Jul 1982,14.10471
Aug 1982,14.63002
Sep 1982,14.31124
Oct 1982,12.96234
Nov 1982,10.61644
Dec 1982,9.628583
Jan 1983,9.208384
Feb 1983,9.094952
Mar 1983,9.857823
Apr 1983,10.6021
May 1983,12.10056
Jun 1983,13.78177
Jul 1983,15.29567
Aug 1983,16.02871
Sep 1983,14.73377
Oct 1983,12.86955
Nov 1983,11.51998
Dec 1983,9.778906
Jan 1984,8.926594
Feb 1984,8.719957
Mar 1984,9.356325
Apr 1984,9.565855
May 1984,11.08678
Jun 1984,12.05119
Jul 1984,13.36987
Aug 1984,15.02548
Sep 1984,13.97349
Oct 1984,12.45214
Nov 1984,10.55544
Dec 1984,9.327808
Jan 1985,8.716379
Feb 1985,8.429637
Mar 1985,8.229572
Apr 1985,9.387681
May 1985,11.11055
Jun 1985,12.56753
Jul 1985,14.19731
Aug 1985,14.55089
Sep 1985,13.66122
Oct 1985,12.04309
Nov 1985,9.703186
Dec 1985,8.222583
Jan 1986,8.192114
Feb 1986,8.244946
Mar 1986,9.376119
Apr 1986,9.52577
May 1986,10.86657
Jun 1986,13.45291
Jul 1986,13.92068
Aug 1986,14.23353
Sep 1986,14.09178
Oct 1986,12.52828
Nov 1986,10.94593
Dec 1986,10.08457
Jan 1987,9.314318
Feb 1987,9.267164
Mar 1987,9.35933
Apr 1987,10.26333
May 1987,11.59083
Jun 1987,12.43961
Jul 1987,14.40026
Aug 1987,14.10363
Sep 1987,13.61514
Oct 1987,12.86826
Nov 1987,11.64903
Dec 1987,10.07507
Jan 1988,9.047988
Feb 1988,8.582366
Mar 1988,8.850382
Apr 1988,9.610203
May 1988,11.29259
Jun 1988,12.77811
Jul 1988,14.21006
Aug 1988,14.15938
Sep 1988,13.15152
Oct 1988,12.48904
Nov 1988,10.78859
Dec 1988,9.459503
Jan 1989,8.471409
Feb 1989,7.427567
Mar 1989,7.928385
Apr 1989,9.65146
May 1989,11.97967
Jun 1989,13.1658
Jul 1989,15.15284
Aug 1989,15.85687
Sep 1989,14.88261
Oct 1989,13.11742
Nov 1989,11.04346
Dec 1989,9.808532
Jan 1990,8.840797
Feb 1990,8.033111
Mar 1990,8.562963
Apr 1990,9.824213
May 1990,11.16307
Jun 1990,13.41302
Jul 1990,15.33425
Aug 1990,16.19246
Sep 1990,16.34638
Oct 1990,12.6568
Nov 1990,10.73832
Dec 1990,9.035336
Jan 1991,7.59066
Feb 1991,8.526731
Mar 1991,8.957043
Apr 1991,9.675184
May 1991,10.87783
Jun 1991,12.80983
Jul 1991,13.81767
Aug 1991,14.67236
Sep 1991,14.78213
Oct 1991,13.03239
Nov 1991,10.7686
Dec 1991,9.501954
Jan 1992,9.125396
Feb 1992,9.492501
Mar 1992,10.16364
Apr 1992,10.9156
May 1992,12.39661
Jun 1992,13.93304
Jul 1992,15.54032
Aug 1992,15.12378
Sep 1992,14.06832
Oct 1992,12.90297
Nov 1992,11.61562
Dec 1992,9.812716
Jan 1993,8.320162
Feb 1993,8.501603
Mar 1993,9.202738
Apr 1993,10.38146
May 1993,12.03367
Jun 1993,14.36784
Jul 1993,14.9305
Aug 1993,15.77091
Sep 1993,14.45507
Oct 1993,13.02696
Nov 1993,11.0805
Dec 1993,9.58425
Jan 1994,9.692159
Feb 1994,9.138977
Mar 1994,9.443417
Apr 1994,10.3721
May 1994,12.02449
Jun 1994,13.29171
Jul 1994,14.57975
Aug 1994,16.6878
Sep 1994,16.14013
Oct 1994,13.57108
Nov 1994,11.00339
Dec 1994,9.287306
Jan 1995,8.73873
Feb 1995,9.297554
Mar 1995,9.426992
Apr 1995,10.44323
May 1995,12.05598
Jun 1995,13.46906
Jul 1995,16.1421
Aug 1995,16.07262
Sep 1995,16.13758
Oct 1995,13.81195
Nov 1995,11.4839
Dec 1995,10.28696
Jan 1996,9.473528
Feb 1996,8.980538
Mar 1996,9.428793
Apr 1996,10.20719
May 1996,11.07104
Jun 1996,13.17452
Jul 1996,13.95363
Aug 1996,14.57006
Sep 1996,14.88108
Oct 1996,13.1057
Nov 1996,10.82082
Dec 1996,9.509315
Jan 1997,8.887331
Feb 1997,8.786106
Mar 1997,8.896954
Apr 1997,9.809296
May 1997,12.53501
Jun 1997,14.34553
Jul 1997,15.59363
Aug 1997,16.18724
Sep 1997,16.57098
Oct 1997,13.68969
Nov 1997,12.46321
Dec 1997,11.27571
Jan 1998,10.23979
Feb 1998,10.24611
Mar 1998,10.46355
Apr 1998,10.98854
May 1998,12.69125
Jun 1998,13.77581
Jul 1998,14.85651
Aug 1998,15.46324
Sep 1998,14.65738
Oct 1998,13.33118
Nov 1998,12.07591
Dec 1998,10.16318
Jan 1999,8.960164
Feb 1999,8.630751
Mar 1999,8.610938
Apr 1999,9.167374
May 1999,10.33936
Jun 1999,12.26257
Jul 1999,13.62973
Aug 1999,15.21973
Sep 1999,13.90334
Oct 1999,11.75832
Nov 1999,10.73812
Dec 1999,9.86885
Jan 2000,8.874771
Feb 2000,8.668264
Mar 2000,8.90465
Apr 2000,10.04393
May 2000,11.45109
Jun 2000,12.95777
Jul 2000,15.24979
Aug 2000,15.22838
Sep 2000,14.55987
Oct 2000,12.65479
Nov 2000,11.27654
Dec 2000,9.603537
Jan 2001,9.387538
Feb 2001,8.741824
Mar 2001,8.975949
Apr 2001,9.512455
May 2001,10.70317
Jun 2001,12.52667
Jul 2001,13.95995
Aug 2001,14.98237
Sep 2001,14.32468
Oct 2001,12.31395
Nov 2001,10.80736
Dec 2001,9.268129
Jan 2002,8.616302
Feb 2002,8.40007
Mar 2002,8.107197
Apr 2002,9.022682
May 2002,10.53323
Jun 2002,12.45824
Jul 2002,14.65602
Aug 2002,14.57092
Sep 2002,14.65315
Oct 2002,12.41698
Nov 2002,11.31106
Dec 2002,10.49229
Jan 2003,9.831327
Feb 2003,9.462592
Mar 2003,9.403716
Apr 2003,10.20163
May 2003,12.07845
Jun 2003,13.66678
Jul 2003,15.01785
Aug 2003,16.0246
Sep 2003,14.83707
Oct 2003,13.4092
Nov 2003,11.24846
Dec 2003,10.05452
Jan 2004,8.892014
Feb 2004,8.841386
Mar 2004,9.127143
Apr 2004,10.60791
May 2004,12.56684
Jun 2004,14.28758
Jul 2004,15.56279
Aug 2004,16.33649
Sep 2004,14.9517
Oct 2004,12.83803
Nov 2004,10.94935
Dec 2004,9.666259
Jan 2005,8.990261
Feb 2005,8.863441
Mar 2005,9.777248
Apr 2005,10.13645
May 2005,12.53614
Jun 2005,14.24437
Jul 2005,15.25389
Aug 2005,15.20329
Sep 2005,14.32017
Oct 2005,12.97298
Nov 2005,11.52352
Dec 2005,9.936135
Jan 2006,9.538381
Feb 2006,9.003913
Mar 2006,8.805372
Apr 2006,9.496544
May 2006,11.01084
Jun 2006,13.56069
Jul 2006,14.45341
Aug 2006,14.68886
Sep 2006,13.91258
Oct 2006,12.91572
Nov 2006,10.5948
Dec 2006,9.521913
Jan 2007,8.461048
Feb 2007,8.582573
Mar 2007,8.748897
Apr 2007,9.37493
May 2007,10.6465
Jun 2007,12.90071
Jul 2007,14.89535
Aug 2007,15.97221
Sep 2007,14.67959
Oct 2007,12.53492
Nov 2007,10.51648
Dec 2007,8.842497
Jan 2008,7.905255
Feb 2008,7.777639
Mar 2008,8.025249
Apr 2008,8.54025
May 2008,10.04197
Jun 2008,11.23724
Jul 2008,13.11628
Aug 2008,14.18246
Sep 2008,13.70904
Oct 2008,11.9384
Nov 2008,10.78943
Dec 2008,8.939946
Jan 2009,7.65846
Feb 2009,7.346382
Mar 2009,7.825855
Apr 2009,8.535168
May 2009,10.31692
Jun 2009,13.23468
Jul 2009,13.25788
Aug 2009,14.7144
Sep 2009,14.72572
Oct 2009,12.4131
Nov 2009,10.93199
Dec 2009,9.04861
Jan 2010,8.970049
Feb 2010,9.443455
Mar 2010,9.665565
Apr 2010,10.05088
May 2010,11.24697
Jun 2010,12.82237
Jul 2010,13.93493
Aug 2010,14.14213
Sep 2010,13.91787
Oct 2010,13.00262
Nov 2010,11.403
Dec 2010,9.665506
Jan 2011,8.625717
Feb 2011,8.315701
Mar 2011,8.43092
Apr 2011,9.191044
May 2011,10.74793
Jun 2011,13.29605
Jul 2011,14.63416
Aug 2011,15.44118
Sep 2011,14.7375
Oct 2011,13.29352
Nov 2011,10.85384
Dec 2011,9.048724
Jan 2012,8.445702
Feb 2012,8.052089
Mar 2012,8.234239
Apr 2012,9.628365
May 2012,10.7552
Jun 2012,12.65607
Jul 2012,14.6083
Aug 2012,15.17747
Sep 2012,14.21033
Oct 2012,12.29864
Nov 2012,11.31244
Dec 2012,9.818608
Jan 2013,8.623208
Feb 2013,8.302402
Mar 2013,8.520849
Apr 2013,9.553995
May 2013,11.12743
Jun 2013,13.57309
Jul 2013,15.21962
Aug 2013,15.6963
Sep 2013,16.51209
Oct 2013,13.57362
Nov 2013,10.87012
Dec 2013,8.751232
Jan 2014,8.165079
Feb 2014,7.753234
Mar 2014,8.898453
Apr 2014,9.909486
May 2014,12.2296
Jun 2014,13.24775
Jul 2014,14.71194
Aug 2014,16.03775
Sep 2014,15.44914
Oct 2014,14.52263
Nov 2014,12.69854
Dec 2014,11.31394
Jan 2015,10.29379
Feb 2015,10.5215
Mar 2015,10.64531
Apr 2015,11.19493
May 2015,12.53165
Jun 2015,13.89358
Jul 2015,16.15071
Aug 2015,16.49405
Sep 2015,15.30743
Oct 2015,14.01917
Nov 2015,12.39633
Dec 2015,10.5006
Jan 2016,9.711168
Feb 2016,10.0006
Mar 2016,10.43091
Apr 2016,11.68117
May 2016,12.89903
Jun 2016,14.11524
Jul 2016,15.37772
Aug 2016,15.16092
Sep 2016,15.1776
Oct 2016,13.65644
Nov 2016,12.58146
Dec 2016,10.72803
Jan 2017,8.941458
Feb 2017,9.05427
Mar 2017,8.830037
Apr 2017,10.07674
May 2017,11.78085
Jun 2017,13.63249
Jul 2017,14.86309
Aug 2017,15.29093
Sep 2017,15.40669
Oct 2017,13.23949
Nov 2017,11.32384
Dec 2017,9.982164
Jan 2018,9.418899
Feb 2018,9.012354
Mar 2018,8.982526
Apr 2018,9.834911
May 2018,12.23331
Jun 2018,14.1134
Jul 2018,15.5012
Aug 2018,15.84549
Sep 2018,15.11739
Oct 2018,13.58417
Nov 2018,11.84052
Dec 2018,10.34241
Jan 2019,9.599505
Feb 2019,8.872586
Mar 2019,9.233298
Apr 2019,10.08472
May 2019,11.75616
Jun 2019,13.16682
Jul 2019,16.03864
Aug 2019,16.52766
Sep 2019,16.03666
Oct 2019,13.00709
Nov 2019,10.94422
Dec 2019,9.524879
Jan 2020,8.883529
Feb 2020,8.306621
Mar 2020,8.44243
Apr 2020,9.618597
May 2020,11.9794
Jun 2020,13.6846
Jul 2020,14.68649
Aug 2020,15.88145
Sep 2020,15.54455
Oct 2020,14.22562
Nov 2020,11.15525
Dec 2020,9.844648
Jan 2021,9.286531
Feb 2021,8.594229
Mar 2021,8.705052
Apr 2021,9.187806
May 2021,10.92647
Jun 2021,13.67704
Jul 2021,15.01451
Aug 2021,15.79906
Sep 2021,14.67773
Oct 2021,12.91179
Nov 2021,11.21663
Dec 2021,9.287827
Jan 2022,8.078298
Feb 2022,7.898858
Mar 2022,8.29648
Apr 2022,9.060289
May 2022,10.69023
Jun 2022,12.57185
Jul 2022,15.11426
Aug 2022,16.18305
Sep 2022,15.65858
Oct 2022,13.92642
Nov 2022,10.87333
Dec 2022,8.892098
